biome,zone,material,probability,minInclination,maxInclination,propDistance,slotDistance,terrainOffset,slotFilename
GrandReef,Generic,GrandReef_Ground,0.003,0,180,0,3,12,GrandReef/GrandReef_Creature_Ground
GrandReef,Generic,GrandReef_Rock,0.003,0,180,1,3,10,GrandReef/GrandReef_Creature_Wall
GrandReef,Generic,GrandReef_Grass,0.003,0,180,1,3,6,GrandReef/GrandReef_Creature_Grass
GrandReef,Generic,GrandReef_WhiteCoral,0.003,0,180,1,3,5,GrandReef/GrandReef_Creature_WhiteCoral
GrandReef,Generic,GrandReef_PurpleCoral,0.01,0,180,1,3,4,GrandReef/GrandReef_Creature_PurpleCoral
GrandReef,Generic,GrandReef_TreaderPath,0.005,0,180,1,3,8,GrandReef/GrandReef_Creature_TreaderPath
GrandReef_Cave,Generic,GrandReef_Rock,0.02,45,135,1,2,1,GrandReef/GrandReef_Creature_CaveWall
GrandReef_Cave,Generic,GrandReef_Ground,0.02,45,135,1,2,1,GrandReef/GrandReef_Creature_CaveFloor
GrandReef_Cave,Generic,GrandReef_Grass,0.02,45,135,1,2,1,GrandReef/GrandReef_Creature_CaveFloor
GrandReef_Cave,Generic,GrandReef_Ceiling,0.04,135,180,1,2,1,GrandReef/GrandReef_Creature_CaveCeiling
GrandReef_ThermalVent,Generic,GrandReef_ThermalVent,0.02,0,180,1,2,1,GrandReef/GrandReef_Creature_ThermalVent
DeepGrandReef,Generic,GrandReef_Rock,0.005,45,135,1,0.5,0,DeepGrandReef/DeepGrandReef_Loot_Wall
DeepGrandReef,Generic,GrandReef_Rock,0.005,135,180,1,0.5,0,DeepGrandReef/DeepGrandReef_Loot_Ceiling
DeepGrandReef,Generic,GrandReef_Grass,0.002,0,180,1,1,0,DeepGrandReef/DeepGrandReef_Loot_Ground
DeepGrandReef,Generic,DeepGrandReef_BlueCoral,0.02,0,180,0.25,0.5,0,DeepGrandReef/DeepGrandReef_Loot_BlueCoral
DeepGrandReef,Generic,GrandReef_ThermalVent,0.02,0,180,0.25,0.5,4,DeepGrandReef/DeepGrandReef_Loot_ThermalVent
DeepGrandReef,Generic,GrandReef_Rock,0.0025,45,135,1,1,8,DeepGrandReef/DeepGrandReef_Creature_Wall
DeepGrandReef,Generic,GrandReef_Rock,0.0025,135,180,1,2,8,DeepGrandReef/DeepGrandReef_Creature_Ceiling
DeepGrandReef,Generic,GrandReef_Ground,0.0025,0,180,1,1,8,DeepGrandReef/DeepGrandReef_Creature_Ground
DeepGrandReef,Generic,DeepGrandReef_Ground,0.0025,0,180,1,1,8,DeepGrandReef/DeepGrandReef_Creature_Ground
DeepGrandReef,Generic,DeepGrandReef_Ground,0.001,0,180,1,1,0,DeepGrandReef/DeepGrandReef_Loot_Ground
DeepGrandReef,Generic,DeepGrandReef_Ground,0.0025,0,180,1,1,8,DeepGrandReef/DeepGrandReef_Creature_Ground
DeepGrandReef,Generic,DeepGrandReef_BlueCoral,0.01,0,180,0.25,0.5,4,DeepGrandReef/DeepGrandReef_Creature_BlueCoral
DeepGrandReef,Generic,GrandReef_ThermalVent,0.02,0,180,0.25,0.5,4,DeepGrandReef/DeepGrandReef_Creature_ThermalVent
Mountains,Generic,MTSand,0.01,0,180,0.1,4,0,Mountains/Mountains_Loot_Sand
Mountains,Generic,MTRock,0.005,0,180,0.1,4,0,Mountains/Mountains_Loot_Rock
Mountains,Generic,MTGrass,0.09,0,180,0.1,4,0,Mountains/Mountains_Loot_Grass
Mountains_ThermalVent,Generic,MTSand,0.04,0,180,0.1,4,0,Mountains/Mountains_Loot_ThermalVent
Mountains_ThermalVent,Generic,MTRock,0.04,0,180,0.1,4,0,Mountains/Mountains_Loot_ThermalVent
Mountains_ThermalVent,Generic,MTGrass,0.04,0,180,0.1,4,0,Mountains/Mountains_Loot_ThermalVent
Mountains_Cave*,Generic,MTRock,0.01,0,45,0.1,4,0,Mountains/Mountains_Loot_CaveFloor
Mountains_Cave*,Generic,MTSand,0.01,0,45,0.1,4,0,Mountains/Mountains_Loot_CaveFloor
Mountains_Cave*,Generic,MTGrass,0.01,0,45,0.1,4,0,Mountains/Mountains_Loot_CaveFloor
Mountains_Cave*,Generic,MTRock,0.005,45,135,0.1,4,0,Mountains/Mountains_Loot_CaveWall
Mountains_Cave*,Generic,MTSand,0.005,45,135,0.1,4,0,Mountains/Mountains_Loot_CaveWall
Mountains_Cave*,Generic,MTGrass,0.005,45,135,0.1,4,0,Mountains/Mountains_Loot_CaveWall
Mountains_Cave*,Generic,MTRock,0.005,135,180,0.1,4,0,Mountains/Mountains_Loot_CaveCeiling
Mountains_Cave*,Generic,MTSand,0.005,135,180,0.1,4,0,Mountains/Mountains_Loot_CaveCeiling
Mountains_Cave*,Generic,MTGrass,0.005,135,180,0.1,4,0,Mountains/Mountains_Loot_CaveCeiling
Mountains_Island,Generic,MTSand,0.005,0,180,0.1,4,0,Mountains/Mountains_Loot_IslandSand
Mountains_Island,Generic,MTRock,0.005,0,180,0.1,4,0,Mountains/Mountains_Loot_IslandRock
Mountains_Island,Generic,MTGrass,0.005,0,180,0.1,4,0,Mountains/Mountains_Loot_IslandGrass
Mountains_Island_Cave*,Generic,MTRock,0.005,0,45,0.1,4,0,Mountains/Mountains_Loot_IslandCaveFloor
Mountains_Island_Cave*,Generic,MTSand,0.005,0,45,0.1,4,0,Mountains/Mountains_Loot_IslandCaveFloor
Mountains_Island_Cave*,Generic,MTGrass,0.005,0,45,0.1,4,0,Mountains/Mountains_Loot_IslandCaveFloor
Mountains_Island_Cave*,Generic,MTRock,0.005,45,135,0.1,4,0,Mountains/Mountains_Loot_IslandCaveWall
Mountains_Island_Cave*,Generic,MTSand,0.005,45,135,0.1,4,0,Mountains/Mountains_Loot_IslandCaveWall
Mountains_Island_Cave*,Generic,MTRock,0.005,135,180,0.1,4,0,Mountains/Mountains_Loot_IslandCaveCeiling
Mountains_Island_Cave*,Generic,MTSand,0.005,135,180,0.1,4,0,Mountains/Mountains_Loot_IslandCaveCeiling
Mountains_Island_Cave*,Generic,MTGrass,0.005,135,180,0.1,4,0,Mountains/Mountains_Loot_IslandCaveCeiling
Mountains,Generic,MTSand,0.01,0,180,0.1,4,3,Mountains/Mountains_Creature_Sand
Mountains,Generic,MTRock,0.005,0,180,0.1,4,3,Mountains/Mountains_Creature_Rock
Mountains,Generic,MTGrass,0.09,0,180,0.1,4,3,Mountains/Mountains_Creature_Grass
Mountains_ThermalVent,Generic,MTSand,0.04,0,180,0.1,4,3,Mountains/Mountains_Creature_ThermalVent
Mountains_ThermalVent,Generic,MTRock,0.04,0,180,0.1,4,3,Mountains/Mountains_Creature_ThermalVent
Mountains_ThermalVent,Generic,MTGrass,0.04,0,180,0.1,4,3,Mountains/Mountains_Creature_ThermalVent
Mountains_Cave*,Generic,MTRock,0.01,0,45,0.1,4,5,Mountains/Mountains_Creature_CaveFloor
Mountains_Cave*,Generic,MTSand,0.01,0,45,0.1,4,5,Mountains/Mountains_Creature_CaveFloor
Mountains_Cave*,Generic,MTGrass,0.01,0,45,0.1,4,5,Mountains/Mountains_Creature_CaveFloor
Mountains_Cave*,Generic,MTRock,0.005,45,135,0.1,4,5,Mountains/Mountains_Creature_CaveWall
Mountains_Cave*,Generic,MTSand,0.005,45,135,0.1,4,5,Mountains/Mountains_Creature_CaveWall
Mountains_Cave*,Generic,MTGrass,0.005,45,135,0.1,4,5,Mountains/Mountains_Creature_CaveWall
Mountains_Cave*,Generic,MTRock,0.005,135,180,0.1,4,5,Mountains/Mountains_Creature_CaveCeiling
Mountains_Cave*,Generic,MTSand,0.005,135,180,0.1,4,5,Mountains/Mountains_Creature_CaveCeiling
Mountains_Cave*,Generic,MTGrass,0.005,135,180,0.1,4,5,Mountains/Mountains_Creature_CaveCeiling
Mountains_Island,Generic,MTSand,0.005,0,180,0.1,4,3,Mountains/Mountains_Creature_IslandSand
Mountains_Island,Generic,MTRock,0.005,0,180,0.1,4,3,Mountains/Mountains_Creature_IslandRock
Mountains_Island,Generic,MTGrass,0.005,0,180,0.1,4,3,Mountains/Mountains_Creature_IslandGrass
Mountains_Island_Cave*,Generic,MTRock,0.005,0,45,0.1,4,4,Mountains/Mountains_Creature_IslandCaveFloor
Mountains_Island_Cave*,Generic,MTSand,0.005,0,45,0.1,4,4,Mountains/Mountains_Creature_IslandCaveFloor
Mountains_Island_Cave*,Generic,MTGrass,0.005,0,45,0.1,4,4,Mountains/Mountains_Creature_IslandCaveFloor
Mountains_Island_Cave*,Generic,MTRock,0.005,45,135,0.1,4,4,Mountains/Mountains_Creature_IslandCaveWall
Mountains_Island_Cave*,Generic,MTSand,0.005,45,135,0.1,4,4,Mountains/Mountains_Creature_IslandCaveWall
Mountains_Island_Cave*,Generic,MTGrass,0.005,45,135,0.1,4,4,Mountains/Mountains_Creature_IslandCaveWall
Mountains_Island_Cave*,Generic,MTRock,0.005,135,180,0.1,4,4,Mountains/Mountains_Creature_IslandCaveCeiling
Mountains_Island_Cave*,Generic,MTSand,0.005,135,180,0.1,4,4,Mountains/Mountains_Creature_IslandCaveCeiling
Mountains_Island_Cave*,Generic,MTGrass,0.005,135,180,0.1,4,4,Mountains/Mountains_Creature_IslandCaveCeiling
CrashZone,Generic,CZSand,0.005,0,180,0.1,4,0,CrashZone/CrashZone_Loot_Sand
CrashZone,Generic,CZRock,0.005,0,180,0.1,4,0,CrashZone/CrashZone_Loot_Rock
CrashZone,Generic,CZTrenchSand,0.005,0,180,0.1,4,0,CrashZone/CrashZone_Loot_TrenchSand
CrashZone,Generic,CZTrenchRock,0.005,0,180,0.1,4,0,CrashZone/CrashZone_Loot_TrenchRock
CrashZone,Generic,CZSand,0.005,0,180,0.1,4,3,CrashZone/CrashZone_Creature_Sand
CrashZone,Generic,CZRock,0.005,0,180,0.1,4,3,CrashZone/CrashZone_Creature_Rock
CrashZone,Generic,CZTrenchSand,0.005,0,180,0.1,4,3,CrashZone/CrashZone_Creature_TrenchSand
CrashZone,Generic,CZTrenchRock,0.005,0,180,0.1,4,3,CrashZone/CrashZone_Creature_TrenchRock
CrashZone_Mesa,Generic,CZSand,0.005,0,180,0.1,4,3,Mesa/Mesa_Creature_Top
CrashZone_Mesa,Generic,CZRock,0.005,0,180,0.1,4,3,Mesa/Mesa_Creature_Side
CrashZone_Mesa,Generic,CZSand,0.005,0,180,0.1,4,0,Mesa/Mesa_Loot_Top
CrashZone_Mesa,Generic,CZRock,0.005,0,180,0.1,4,0,Mesa/Mesa_Loot_Side
CrashZone_Trench,Generic,CZSand,0.005,0,180,0.1,4,0,CrashZone/CrashZone_Loot_TrenchSand
CrashZone_Trench,Generic,CZSand,0.005,0,180,0.1,4,3,CrashZone/CrashZone_Creature_TrenchSand
BloodKelp,Generic,BloodKelp_Floor,0.003,0,180,0.3,2,0,BloodKelp/BloodKelp_Loot_Floor
BloodKelp,Generic,BloodKelp_Rock,0.004,0,180,1,2,0,BloodKelp/BloodKelp_Loot_Wall
BloodKelp,Generic,BloodKelp_Roots,0.005,0,180,0.3,2,0,BloodKelp/BloodKelp_Loot_Roots
BloodKelp,Generic,BloodKelp_Floor,0.003,0,180,0.3,2,3,BloodKelp/BloodKelp_Creature_Floor
BloodKelp,Generic,BloodKelp_Rock,0.004,0,180,1,2,3,BloodKelp/BloodKelp_Creature_Wall
BloodKelp,Generic,BloodKelp_Roots,0.005,0,180,0.3,2,3,BloodKelp/BloodKelp_Creature_Roots
BloodKelp_Cave,Generic,BloodKelp_Floor,0.01,0,180,0.3,2,0,BloodKelp_Cave/BloodKelp_Loot_CaveFloor
BloodKelp_Cave,Generic,BloodKelp_Rock,0.01,45,135,1,2,0,BloodKelp_Cave/BloodKelp_Loot_CaveWall
BloodKelp_Cave,Generic,BloodKelp_Rock,0.02,135,180,1,2,0,BloodKelp_Cave/BloodKelp_Loot_CaveCeiling
BloodKelp_Cave,Generic,BloodKelp_Roots,0.01,45,135,0.3,2,0,BloodKelp_Cave/BloodKelp_Loot_CaveRoots
BloodKelp_Cave,Generic,BloodKelp_Floor,0.01,0,180,0.3,2,3,BloodKelp_Cave/BloodKelp_Creature_CaveFloor
BloodKelp_Cave,Generic,BloodKelp_Rock,0.01,45,135,1,2,3,BloodKelp_Cave/BloodKelp_Creature_CaveWall
BloodKelp_Cave,Generic,BloodKelp_Rock,0.02,135,180,1,2,3,BloodKelp_Cave/BloodKelp_Creature_CaveCeiling
BloodKelp_Cave,Generic,BloodKelp_Roots,0.005,0,180,0.3,2,3,BloodKelp_Cave/BloodKelp_Creature_CaveRoots
BloodKelp_Trench,Generic,BloodKelp_Floor,0.003,0,180,0.3,2,0,BloodKelp/BloodKelp_Loot_Floor
BloodKelp_Trench,Generic,BloodKelp_Rock,0.004,0,180,1,2,0,BloodKelp/BloodKelp_Loot_Wall
BloodKelp_Trench,Generic,BloodKelp_Roots,0.005,0,180,0.3,2,0,BloodKelp/BloodKelp_Loot_Roots
BloodKelp_Trench,Generic,BloodKelp_Floor,0.003,0,180,0.3,2,3,BloodKelp/BloodKelp_Creature_Floor
BloodKelp_Trench,Generic,BloodKelp_Rock,0.004,0,180,1,2,3,BloodKelp/BloodKelp_Creature_Wall
BloodKelp_Trench,Generic,BloodKelp_Roots,0.005,0,180,0.3,2,3,BloodKelp/BloodKelp_Creature_Roots
BloodKelp_DeepTrench,Generic,BloodKelp_Floor,0.003,0,180,0.3,2,0,BloodKelp_DeepTrench/BloodKelp_Loot_TrenchFloor
BloodKelp_DeepTrench,Generic,BloodKelp_Rock,0.004,0,180,1,2,0,BloodKelp_DeepTrench/BloodKelp_Loot_TrenchWall
BloodKelp_DeepTrench,Generic,BloodKelp_Roots,0.005,0,180,0.3,2,0,BloodKelp_DeepTrench/BloodKelp_Loot_TrenchRoots
BloodKelp_DeepTrench,Generic,BloodKelp_Floor,0.003,0,180,0.3,2,3,BloodKelp_DeepTrench/BloodKelp_Creature_TrenchFloor
BloodKelp_DeepTrench,Generic,BloodKelp_Rock,0.004,0,180,1,2,3,BloodKelp_DeepTrench/BloodKelp_Creature_TrenchWall
BloodKelp_DeepTrench,Generic,BloodKelp_Roots,0.005,0,180,0.3,2,3,BloodKelp_DeepTrench/BloodKelp_Creature_TrenchRoots
BloodKelp_DeepTrench,Generic,BloodKelp_Roots,0.005,0,180,0.3,2,0,BloodKelp_DeepTrench/BloodKelp_Creature_ShockerEggs
seaTreaderPath,Generic,TPSand,0.01,0,180,0.3,3,0,seaTreaderPath/SeaTreaderPath_Loot_Sand
seaTreaderPath,Generic,TPRock,0.005,0,180,0.3,3,0,seaTreaderPath/SeaTreaderPath_Loot_Rock
seaTreaderPath,Generic,TPGrass,0.01,0,180,0.3,3,0,seaTreaderPath/SeaTreaderPath_Loot_Grass
seaTreaderPath,Generic,TPPath,0.005,0,180,0.3,3,0,seaTreaderPath/SeaTreaderPath_Loot_Path
seaTreaderPath_Cave*,Generic,TPSand,0.01,0,180,0.3,3,0,seaTreaderPath/SeaTreaderPath_Loot_CaveFloor
seaTreaderPath_Cave*,Generic,TPRock,0.005,0,45,0.3,3,0,seaTreaderPath/SeaTreaderPath_Loot_CaveFloor
seaTreaderPath_Cave*,Generic,TPRock,0.005,45,90,0.3,3,0,seaTreaderPath/SeaTreaderPath_Loot_CaveWall
seaTreaderPath_Cave*,Generic,TPRock,0.005,90,180,0.3,3,0,seaTreaderPath/SeaTreaderPath_Loot_CaveCeiling
seaTreaderPath_Cave*,Generic,TPGrass,0.005,0,180,0.3,3,0,seaTreaderPath/SeaTreaderPath_Loot_CaveFloor
seaTreaderPath_Cave*,Generic,TPPath,0.01,0,180,0.3,3,0,seaTreaderPath/SeaTreaderPath_Loot_Path
seaTreaderPath,Generic,TPSand,0.01,0,180,0.3,3,3,seaTreaderPath/SeaTreaderPath_Creature_Sand
seaTreaderPath,Generic,TPRock,0.005,0,180,0.3,3,3,seaTreaderPath/SeaTreaderPath_Creature_Rock
seaTreaderPath,Generic,TPGrass,0.01,0,180,0.3,3,3,seaTreaderPath/SeaTreaderPath_Creature_Grass
seaTreaderPath,Generic,TPPath,0.005,0,180,0.3,3,3,seaTreaderPath/SeaTreaderPath_Creature_Path
seaTreaderPath_Cave*,Generic,TPSand,0.01,0,180,0.3,3,3,seaTreaderPath/SeaTreaderPath_Creature_CaveFloor
seaTreaderPath_Cave*,Generic,TPRock,0.005,0,45,0.3,3,3,seaTreaderPath/SeaTreaderPath_Creature_CaveFloor
seaTreaderPath_Cave*,Generic,TPRock,0.005,45,90,0.3,3,3,seaTreaderPath/SeaTreaderPath_Creature_CaveWall
seaTreaderPath_Cave*,Generic,TPRock,0.005,90,180,0.3,3,3,seaTreaderPath/SeaTreaderPath_Creature_CaveCeiling
seaTreaderPath_Cave*,Generic,TPGrass,0.005,0,180,0.3,3,3,seaTreaderPath/SeaTreaderPath_Creature_CaveFloor
seaTreaderPath_Cave*,Generic,TPPath,0.01,0,180,0.3,3,3,seaTreaderPath/SeaTreaderPath_Creature_Path
BloodKelpTwo,Generic,BloodKelp_Floor,0.003,0,180,0.3,2,0,BloodKelp/BloodKelp_Loot_Floor
BloodKelpTwo,Generic,BloodKelp_Rock,0.004,0,180,1,2,0,BloodKelp/BloodKelp_Loot_Wall
BloodKelpTwo,Generic,BloodKelp_Roots,0.005,0,180,0.3,2,0,BloodKelp/BloodKelp_Loot_Roots
BloodKelpTwo,Generic,BloodKelp_Grass,0.003,0,180,0.3,2,0,BloodKelp/BloodKelp_Loot_Grass
BloodKelpTwo,Generic,BloodKelp_Floor,0.003,0,180,0.3,2,3,BloodKelp/BloodKelp_Creature_Floor
BloodKelpTwo,Generic,BloodKelp_Rock,0.004,0,180,1,2,3,BloodKelp/BloodKelp_Creature_Wall
BloodKelpTwo,Generic,BloodKelp_Roots,0.005,0,180,0.3,2,3,BloodKelp/BloodKelp_Creature_Roots
BloodKelpTwo,Generic,BloodKelp_Grass,0.003,0,180,0.3,2,2,BloodKelp/BloodKelp_Creature_Grass
BloodKelpTwo,Generic,BloodKelp_Floor,0.0002,0,180,0.3,2,6,BloodKelp/BloodKelp_Creature_Unique
BloodKelpTwo_Cave,Generic,BloodKelp_Floor,0.003,0,180,0.3,2,0,BloodKelp_Cave/BloodKelp_Loot_CaveFloor
BloodKelpTwo_Cave,Generic,BloodKelp_Rock,0.004,45,135,1,2,0,BloodKelp_Cave/BloodKelp_Loot_CaveWall
BloodKelpTwo_Cave,Generic,BloodKelp_Rock,0.003,135,180,1,2,0,BloodKelp_Cave/BloodKelp_Loot_CaveCeiling
BloodKelpTwo_Cave,Generic,BloodKelp_Roots,0.005,45,135,0.3,2,0,BloodKelp_Cave/BloodKelp_Loot_CaveRoots
BloodKelpTwo_Cave,Generic,BloodKelp_Floor,0.003,0,180,0.3,2,3,BloodKelp_Cave/BloodKelp_Creature_CaveFloor
BloodKelpTwo_Cave,Generic,BloodKelp_Rock,0.004,45,135,1,2,3,BloodKelp_Cave/BloodKelp_Creature_CaveWall
BloodKelpTwo_Cave,Generic,BloodKelp_Rock,0.003,135,180,1,2,3,BloodKelp_Cave/BloodKelp_Creature_CaveCeiling
BloodKelpTwo_Cave,Generic,BloodKelp_Roots,0.005,0,180,0.3,2,3,BloodKelp_Cave/BloodKelp_Creature_CaveRoots
ILZCastleTunnel,Generic,CoolLava,0.003,135,180,1,2,0,ILZCastle/ILZCastle_Loot_TunnelCeiling
ILZCastleTunnel,Generic,CoolLava,0.003,45,90,1,2,0,ILZCastle/ILZCastle_Loot_TunnelWall
ILZCastleTunnel,Generic,CoolLava,0.003,0,45,1,2,0,ILZCastle/ILZCastle_Loot_TunnelFloor
ILZCastleChamber,Generic,CoolLava,0.003,110,180,1,2,0,ILZCastle/ILZCastle_Loot_ChamberCeiling
ILZCastleChamber,Generic,CoolLava,0.003,45,90,1,2,0,ILZCastle/ILZCastle_Loot_ChamberWall
ILZCastleChamber,Generic,CoolLava,0.003,0,45,1,2,0,ILZCastle/ILZCastle_Loot_ChamberFloor
LavaFalls,Generic,CoolLava,0.003,0,45,0.3,2,0,LavaFalls/LavaFalls_Loot_Floor
LavaFalls,Generic,CoolLava,0.003,45,90,1,3,0,LavaFalls/LavaFalls_Loot_Wall
LavaFalls,Generic,CoolLava,0.003,135,180,1,3,0,LavaFalls/LavaFalls_Loot_Ceiling
ILZCorridor,Generic,CoolLava,0.002,135,180,1,2,0,ILZChamber/ILZChamber_Loot_CorridorCeiling
ILZCorridor,Generic,LavaRock,0.002,135,180,1,2,0,ILZChamber/ILZChamber_Loot_CorridorCeiling
ILZCorridor,Generic,CoolLava,0.003,45,90,1,2,0,ILZChamber/ILZChamber_Loot_CorridorWall
ILZCorridor,Generic,LavaRock,0.003,45,90,1,2,0,ILZChamber/ILZChamber_Loot_CorridorWall
ILZCorridor,Generic,CoolLava,0.003,0,45,1,2,0,ILZChamber/ILZChamber_Loot_CorridorFloor
ILZCorridor,Generic,CoolLava,0.003,0,45,1,2,0,ILZChamber/ILZChamber_Loot_CorridorFloor_Far
ILZCorridor,Generic,LostRiver_Rock,0.01,0,45,0.3,5,0,LostRiver/TreeCove/TreeCove_Loot_Ground
ILZCorridor,Generic,LostRiver_Rock,0.01,45,90,0.3,5,0,LostRiver/TreeCove/TreeCove_Loot_Wall
ILZCorridor,Generic,LostRiver_Rock,0.01,90,180,0.3,5,0,LostRiver/TreeCove/TreeCove_Loot_Ceiling
ILZCorridor,Generic,LostRiver_Algae,0.01,0,180,0.3,5,0,LostRiver/TreeCove/TreeCove_Loot_Algae
ILZChamber,Generic,CoolLava,0.001,110,180,1,2,0,ILZChamber/ILZChamber_Loot_ChamberCeiling
ILZChamber,Generic,LavaRock,0.001,110,180,1,2,0,ILZChamber/ILZChamber_Loot_ChamberCeiling
ILZChamber,Generic,CoolLava,0.002,45,90,1,2,0,ILZChamber/ILZChamber_Loot_ChamberWall
ILZChamber,Generic,LavaRock,0.002,45,90,1,2,0,ILZChamber/ILZChamber_Loot_ChamberWall
ILZChamber,Generic,CoolLava,0.003,0,45,1,2,0,ILZChamber/ILZChamber_Loot_ChamberFloor
ILZChamber,Generic,CoolLava,0.003,0,45,1,2,0,ILZChamber/ILZChamber_Loot_ChamberFloor_Far
ILZChamber_Dragon,Generic,CoolLava,0.001,110,180,1,2,0,ILZChamber/ILZChamber_Loot_ChamberCeiling
ILZChamber_Dragon,Generic,LavaRock,0.001,110,180,1,2,0,ILZChamber/ILZChamber_Loot_ChamberCeiling
ILZChamber_Dragon,Generic,CoolLava,0.002,45,90,1,2,0,ILZChamber/ILZChamber_Loot_ChamberWall
ILZChamber_Dragon,Generic,LavaRock,0.002,45,90,1,2,0,ILZChamber/ILZChamber_Loot_ChamberWall
ILZChamber_Dragon,Generic,CoolLava,0.003,0,45,1,2,0,ILZChamber/ILZChamber_Loot_ChamberFloor
ILZChamber_Dragon,Generic,CoolLava,0.003,0,45,1,2,0,ILZChamber/ILZChamber_Loot_ChamberFloor_Far
ILZChamber_MagmaTree,Generic,CoolLava,0.006,0,180,1,2,0,ILZChamber/ILZChamber_Loot_MagmaTree
ILZChamber_MagmaBubble,Generic,CoolLava,0.01,0,180,1,2,0,ILZChamber/ILZChamber_Loot_MagmaBubble
ILZChamber,Generic,HotLava,0.01,0,180,0.3,2,3,ILZChamber/ILZChamber_Creature_LavaCrevice
ILZLava,Generic,HotLava,0.01,0,180,0.3,2,3,ILZChamber/ILZChamber_Creature_LavaCrevice
ILZLava,Generic,CoolLava,0.006,0,180,0.3,2,0,ILZChamber/ILZChamber_Loot_LavaCrevice
LavaPit,Generic,CoolLava,0.004,0,45,0.3,2,0,ILZLavaPit/ILZLavaPit_Loot_Floor
LavaPit,Generic,CoolLava,0.003,50,180,0.3,2,0,ILZLavaPit/ILZLavaPit_Loot_Wall
ALZChamber,Generic,CoolLava,0.003,0,45,1,2,0,LavaLakes/LavaLakes_Loot_Floor
ALZChamber,Generic,CoolLava,0.003,0,45,1,2,0,LavaLakes/LavaLakes_Loot_Floor_Far
ALZChamber,Generic,CoolLava,0.001,110,180,1,2,0,LavaLakes/LavaLakes_Loot_Ceiling
ALZChamber,Generic,CoolLava,0.002,45,90,1,2,0,LavaLakes/LavaLakes_Loot_Wall
ALZFalls,Generic,CoolLava,0.003,0,45,1,2,0,LavaLakes/LavaLakes_Loot_Floor
ALZFalls,Generic,CoolLava,0.003,0,45,1,2,0,LavaLakes/LavaLakes_Loot_Floor_Far
ALZFalls,Generic,CoolLava,0.001,110,180,1,2,0,LavaLakes/LavaLakes_Loot_Ceiling
ALZFalls,Generic,CoolLava,0.002,45,90,1,2,0,LavaLakes/LavaLakes_Loot_Wall
LostRiver_TreeCove,Generic,LostRiver_Rock,0.01,0,45,0.3,5,0,LostRiver/TreeCove/TreeCove_Loot_Ground
LostRiver_TreeCove,Generic,LostRiver_Rock,0.01,45,90,0.3,5,0,LostRiver/TreeCove/TreeCove_Loot_Wall
LostRiver_TreeCove,Generic,LostRiver_Rock,0.01,90,180,0.3,5,0,LostRiver/TreeCove/TreeCove_Loot_Ceiling
LostRiver_TreeCove,Generic,LostRiver_Algae,0.01,0,180,0.3,5,0,LostRiver/TreeCove/TreeCove_Loot_Algae
LostRiver_TreeCove,Generic,LostRiver_Ledge,0.01,0,180,0.3,5,0,LostRiver/TreeCove/TreeCove_Loot_Ledgewall
LostRiver_TreeCove_Water,Generic,LostRiver_Rock,0.01,0,45,0.3,5,0,LostRiver/TreeCove/TreeCove_Loot_Water_Floor
LostRiver_TreeCove_Water,Generic,LostRiver_Rock,0.01,45,180,0.3,5,0,LostRiver/TreeCove/TreeCove_Loot_Water_Wall
LostRiver_TreeCove,Generic,LostRiver_Rock,0.01,0,45,0.3,5,5,LostRiver/TreeCove/TreeCove_Creature_Ground
LostRiver_TreeCove,Generic,LostRiver_Rock,0.01,45,90,0.3,5,5,LostRiver/TreeCove/TreeCove_Creature_Wall
LostRiver_TreeCove,Generic,LostRiver_Rock,0.01,90,180,0.3,5,5,LostRiver/TreeCove/TreeCove_Creature_Ceiling
LostRiver_TreeCove,Generic,LostRiver_Algae,0.01,0,180,0.3,5,5,LostRiver/TreeCove/TreeCove_Creature_Algae
LostRiver_TreeCove,Generic,LostRiver_Ledge,0.01,0,180,0.3,5,5,LostRiver/TreeCove/TreeCove_Creature_Ledgewall
LostRiver_TreeCove_Water,Generic,LostRiver_Rock,0.01,0,45,0.3,5,5,LostRiver/TreeCove/TreeCove_Creature_Water_Floor
LostRiver_TreeCove_Water,Generic,LostRiver_Rock,0.01,45,180,0.3,5,5,LostRiver/TreeCove/TreeCove_Creature_Water_Wall
LostRiver_BonesField,Generic,LostRiver_Rock,0.01,35,135,0.3,5,0,LostRiver/BonesField/BonesField_Loot_Wall
LostRiver_BonesField,Generic,LostRiver_Ground,0.01,0,35,0.3,5,0,LostRiver/BonesField/BonesField_Loot_Ground
LostRiver_BonesField,Generic,LostRiver_Rock,0.01,135,180,0.3,5,0,LostRiver/BonesField/BonesField_Loot_Ceiling
LostRiver_BonesField,Generic,LostRiver_Algae,0.01,0,45,0.3,5,0,LostRiver/BonesField/BonesField_Loot_Algae
LostRiver_BonesField_Cave,Generic,LostRiver_Ground,0.01,0,45,0.3,1,0,LostRiver/BonesField/BonesField_Loot_Cave_Ground
LostRiver_BonesField_Cave,Generic,LostRiver_Rock,0.01,45,135,0.3,1,0,LostRiver/BonesField/BonesField_Loot_Cave_Wall
LostRiver_BonesField_Cave,Generic,LostRiver_Grass,0.015,0,35,0.3,1,0,LostRiver/BonesField/BonesField_Loot_Cave_Grass
LostRiver_BonesField_Cave,Generic,LostRiver_Rock,0.015,135,180,0.3,1,0,LostRiver/BonesField/BonesField_Loot_Cave_Ceiling
